ml_input,焦虑,悲伤,生气,羞愧,无助,平静,轻松
[事件]: 发现伴侣与异性频繁聊天 [认知]: 他肯定不爱我了，我这么无趣，他迟早会离开我，我根本不值得被爱。,70,65,20,60,70,10,5
[事件]: 脸上长了很多痘痘 [认知]: 我丑得没法见人了，所有人都会在背后嘲笑我，我的人生因为这张脸毁了。,85,75,25,50,75,0,0
[事件]: 在重要会议上发言结巴 [认知]: 我真是个废物，连话都说不清楚，同事和领导肯定都看不起我，我的职业生涯完了。,85,70,20,90,80,5,0
[事件]: 投资失败损失大量积蓄 [认知]: 我愚蠢至极，根本不会做决定，活该穷一辈子，连累家人跟着我受苦。,85,80,40,90,85,5,0
[事件]: 孩子成绩在班级垫底 [认知]: 我是个彻头彻尾的失败家长，是我毁了孩子的前途，我不配当父母。,70,75,40,85,80,0,0
[事件]: 朋友聚会没人主动联系我 [认知]: 我果然是个不受欢迎的人，大家其实都讨厌我，我根本没有真正的朋友。,30,60,25,55,65,10,5
[事件]: 体检报告显示多项指标异常 [认知]: 我肯定得了绝症，身体要垮了，会给家人带来巨大的负担和痛苦。,85,70,10,60,75,5,0
[事件]: 精心准备的方案被领导否决 [认知]: 我的能力太差了，想法一文不值，在这个公司永远没有出头之日。,75,70,40,65,80,10,5
[事件]: 相亲对象见面后不再回复消息 [认知]: 我性格无趣，外表也毫无吸引力，注定要孤独终老，没人会喜欢真实的我。,70,85,10,60,80,5,0
[事件]: 开车不小心发生剐蹭事故 [认知]: 我什么都做不好，连最基本的开车都出问题，真是个成事不足败事有余的人。,50,40,10,70,60,0,0
[事件]: 辛苦做的项目功劳被同事抢走 [认知]: 我就是个软柿子，活该被欺负，在职场上永远只能是牺牲品，没有未来。,75,70,65,80,85,5,0
[事件]: 父母总是拿我和别人家孩子比较 [认知]: 我让父母太失望了，我永远达不到他们的期望，我就是个不孝子。,60,70,40,80,75,0,0
[事件]: 在健身房看到别人身材都很好 [认知]: 我身材畸形，再怎么努力也改变不了，别人肯定都在心里笑话我。,85,60,40,80,75,0,0
[事件]: 尝试新爱好但很快就放弃了 [认知]: 我缺乏毅力和恒心，做什么都是三分钟热度，这辈子注定一事无成。,25,50,0,75,75,0,0
[事件]: 听到同事在低声交谈并看向我 [认知]: 他们肯定在说我的坏话，我哪里又做错了，为什么大家都不喜欢我？,70,60,20,65,55,10,5
[事件]: 面试被拒后连续失眠 [认知]: 我肯定是个毫无价值的失败者，这辈子都不会找到好工作了。,80,75,20,70,85,5,0
[事件]: 朋友聚会没人主动联系 [认知]: 我根本就是被所有人讨厌的，根本不配拥有朋友。,80,85,20,90,85,5,0
[事件]: 脸上长了几颗痘痘 [认知]: 我现在丑得没法见人，所有人都会在背后嘲笑我的长相。,75,50,25,75,50,0,0
[事件]: 信用卡还款日临近 [认知]: 我连自己的财务都管不好，注定要穷困潦倒一辈子。,70,40,10,60,50,0,0
[事件]: 体检报告有个异常指标 [认知]: 我肯定得了绝症，人生马上就要完蛋了。,85,30,0,0,70,0,0
[事件]: 在会议上说错一句话 [认知]: 同事肯定都觉得我是个蠢货，再也不会尊重我了。,60,30,0,55,25,0,0
[事件]: 伴侣忘记纪念日 [认知]: 他根本不爱我，这段感情从一开始就是我在自欺欺人。,25,75,25,50,75,0,0
[事件]: 看到同龄人买房买车 [认知]: 我的人生已经彻底落后了，永远也追不上别人了。,70,65,0,0,75,0,0
[事件]: 父母催婚压力巨大 [认知]: 我让全家人都失望了，是个不孝的、没用的人。,70,60,20,80,75,10,5
[事件]: 尝试新爱好很快放弃 [认知]: 我做什么都坚持不下去，就是个没有毅力的废物。,30,60,25,65,55,0,0
[事件]: 被领导批评工作失误 [认知]: 我在职场上毫无前途，随时都可能被开除。,85,25,10,20,80,0,0
[事件]: 独处时感到强烈孤独 [认知]: 世界上没有人真正在乎我，我注定要孤独终老。,75,85,10,20,80,5,0
[事件]: 对比旧照片发现自己胖了 [认知]: 我连自己的身材都控制不了，真是个没有自制力的人。,30,35,0,60,55,0,0
[事件]: 家人生病需要照顾 [认知]: 我根本承担不起责任，在压力面前只会崩溃。,75,50,10,30,80,5,0
[事件]: 看到负面社会新闻 [认知]: 这个世界糟糕透了，未来没有任何希望可言。,25,75,25,0,75,0,0
[事件]: 精心准备的项目没被采纳 [认知]: 我的努力和想法一文不值，永远得不到认可。,30,80,25,70,85,0,0
[事件]: 面试被拒后收到更差offer [认知]: 我果然能力不行，连这种公司都只给我最差的岗位，这辈子都找不到好工作了，人生彻底失败了。,85,80,40,75,90,0,0
[事件]: 朋友聚会没人通知我参加 [认知]: 他们肯定是故意排挤我，因为我性格无趣又不会说话，根本没人愿意和我做朋友，我就是个社交废物。,80,75,30,70,65,5,0
[事件]: 发现伴侣和异性同事聊天频繁 [认知]: 他肯定对那个人有好感，我这么普通根本留不住他，早晚会被抛弃，所有的付出都白费了。,85,75,25,70,80,0,0
[事件]: 体重反弹后不敢照镜子 [认知]: 我连自己的身材都控制不了，这么丑这么胖根本不配被爱，所有人看到我都会觉得恶心。,85,70,40,90,75,5,0
[事件]: 父母总拿我和亲戚家孩子比较 [认知]: 我就是个让父母丢脸的失败品，永远达不到他们的期望，我的存在就是家庭的负担。,75,85,40,90,95,0,0
[事件]: 工作失误被领导当众批评 [认知]: 我太蠢了这么简单的事都做不好，同事肯定都在嘲笑我，以后在公司再也抬不起头了。,70,60,20,80,65,5,0
[事件]: 看到同龄人买房买车很焦虑 [认知]: 别人都走上正轨了只有我还在底层挣扎，我的人生已经落后太多，永远追不上了。,85,25,10,50,70,0,0
[事件]: 身体检查出一个小异常 [认知]: 这肯定是重病的征兆，我马上就要得绝症了，未来全毁了，一切都完了。,95,80,10,5,90,0,0
[事件]: 在公开场合说错话冷场 [认知]: 我永远学不会好好说话，总是把事情搞砸让人尴尬，我就是个扫兴又讨厌的人。,70,75,20,85,80,5,0
[事件]: 尝试新爱好很快失去兴趣 [认知]: 我做什么都三分钟热度，没有毅力也没有天赋，这辈子注定一事无成。,25,50,0,75,75,0,0
[事件]: 恋人忘记纪念日没任何表示 [认知]: 他根本不在乎我，我的感受对他来说一点都不重要，这段感情只有我一个人在努力。,60,80,40,70,85,5,0
[事件]: 被陌生人无意中打量了几眼 [认知]: 他肯定在嫌弃我的穿着或长相，我看起来一定很怪异很糟糕，走到哪里都被人judge。,60,30,15,55,25,0,0
[事件]: 朋友倾诉烦恼我却不知如何安慰 [认知]: 我真是个糟糕的朋友，连倾听和安慰都做不好，根本不配拥有亲密关系。,60,50,20,70,65,10,5
[事件]: 看到前任在社交平台晒幸福 [认知]: 他离开我之后过得这么好，说明问题全在我身上，是我毁掉了那段关系。,40,85,10,80,75,0,0
[事件]: 辛苦做的方案被领导全盘否定 [认知]: 我的想法毫无价值，工作能力太差了，在这个行业根本生存不下去。,70,75,40,85,80,0,0
[事件]: 鼓起勇气搭讪被礼貌拒绝 [认知]: 我果然没有吸引力，主动也只是自取其辱，永远不可能开始一段浪漫关系。,60,75,20,70,80,5,0
[事件]: 被裁员后求职屡屡碰壁 [认知]: 我一定是能力太差了，才会被公司抛弃，现在连面试都通不过，这辈子可能就这样了,75,70,40,80,85,5,0
[事件]: 伴侣突然提出分手 [认知]: 我肯定是个不值得被爱的人，所有关系最终都会抛弃我，我永远无法维持亲密关系,75,80,20,85,90,0,0
[事件]: 脸上长了很多痘痘 [认知]: 我现在丑得没法见人，所有人都在嘲笑我的外貌，我的人生因为这张脸毁了,75,80,20,90,85,5,0
[事件]: 投资失败损失积蓄 [认知]: 我真是个愚蠢的人，连最基本的理财都做不好，这辈子注定要穷困潦倒,50,75,0,85,60,0,0
[事件]: 在会议上发言结巴 [认知]: 所有人都看到我出丑了，他们肯定觉得我能力不足，以后我在公司抬不起头了,70,30,20,65,60,0,0
[事件]: 体检报告显示异常指标 [认知]: 我的身体肯定出大问题了，疾病会毁掉我的一切，我的人生要完了,85,70,10,5,80,0,0
[事件]: 父母总拿我和别人比较 [认知]: 我永远达不到他们的期望，我就是个让父母失望的失败者,70,80,60,85,90,0,0
[事件]: 看到同龄人事业有成 [认知]: 别人都在进步只有我在原地踏步，我的人生已经落后太多，永远追不上了,85,75,0,60,70,0,0
[事件]: 尝试新爱好但很快放弃 [认知]: 我连这么简单的事情都坚持不下来，真是个没有毅力的人，什么都做不好,10,30,5,70,50,0,0
[事件]: 朋友聚会没被邀请 [认知]: 他们肯定都不喜欢我，我是那个被排除在外的人，我根本不配拥有朋友,70,80,20,85,75,5,0
[事件]: 穿不下以前的衣服 [认知]: 我连自己的体重都控制不了，这么没有自制力的人还能做成什么事,50,50,0,75,50,0,0
[事件]: 独自在餐厅吃饭 [认知]: 别人都有伴就我孤零零的，我真是个社交失败者，永远无法融入人群,50,60,10,70,55,5,0
[事件]: 工作项目出现失误 [认知]: 我连这么简单的工作都做不好，同事和领导一定都认为我是个无能的人,60,30,0,55,25,0,0
[事件]: 看到别人家庭幸福 [认知]: 我永远无法拥有这样的幸福，我注定要孤独终老，不配拥有美满的家庭,25,85,0,50,75,0,0
[事件]: 学习新技能进度缓慢 [认知]: 我的学习能力太差了，别人都能轻松掌握的东西我却这么吃力，我太笨了,50,25,0,50,25,0,0
[事件]: 在社交场合说错话 [认知]: 我刚才的话一定很愚蠢，所有人都觉得我很尴尬，我再也不想参加这种活动了,70,40,20,75,65,10,5
[事件]: 被暗恋对象婉拒邀约 [认知]: 我果然没有魅力，永远都不会有人喜欢我,50,75,50,75,75,0,0
[事件]: 面试后一周未收到回复 [认知]: 我能力太差，肯定没通过，这辈子都找不到好工作,75,70,20,80,85,5,0
[事件]: 朋友聚会没叫我 [认知]: 他们都讨厌我，我根本就是个不受欢迎的人,75,80,40,85,90,5,0
[事件]: 脸上长了几颗痘痘 [认知]: 我丑死了，这样出门所有人都会嘲笑我,85,50,0,75,50,0,0
[事件]: 信用卡账单超出预算 [认知]: 我连钱都管不好，真是个失败者,60,30,0,70,40,0,0
[事件]: 体检报告有项指标异常 [认知]: 我肯定得了绝症，人生就要完了,85,70,10,5,80,0,0
[事件]: 开会发言时有点结巴 [认知]: 我太丢脸了，同事肯定觉得我是个蠢货,70,20,10,75,30,0,0
[事件]: 父母又催婚催生 [认知]: 我让他们失望了，我不配当他们的孩子,25,50,0,75,75,0,0
[事件]: 健身两周体重没变 [认知]: 我做什么都没用，永远都瘦不下来,30,40,0,0,70,0,0
[事件]: 同事升职了我没有 [认知]: 领导根本看不上我，我永远没出息,70,65,40,60,75,10,5
[事件]: 网购的衣服不合身 [认知]: 我身材太差了，穿什么都不好看,30,60,10,70,40,10,5
[事件]: 忘记好友生日 [认知]: 我是个自私糟糕的朋友，不配拥有友谊,40,60,10,70,50,5,0
[事件]: 项目方案被客户否定 [认知]: 我能力不足，根本不适合这行,25,50,0,75,75,0,0
[事件]: 看到同龄人买房买车 [认知]: 我落后太多了，人生已经失败,60,55,10,30,65,0,0
[事件]: 在公开场合说错话 [认知]: 我总把事情搞砸，永远学不会社交,75,50,25,75,75,0,0
[事件]: 孩子考试成绩下降 [认知]: 我是个失败的父母，耽误了孩子,25,50,0,75,75,0,0
[事件]: 面试时被问及职业规划 [认知]: 我根本不知道未来要做什么，我的人生毫无方向,30,10,0,5,60,0,0
[事件]: 看到镜中自己身材走样 [认知]: 我太胖了，没有人会喜欢这样的我,60,40,20,70,50,10,0
[事件]: 信用卡账单超出还款能力 [认知]: 我永远也摆脱不了债务，生活没有希望了,30,60,0,25,80,0,0
[事件]: 体检报告显示异常指标 [认知]: 我肯定得了绝症，一切都完了,85,70,10,15,80,5,5
[事件]: 朋友聚会时插不上话 [认知]: 我太无趣了，大家都不愿意理我,60,30,0,55,25,0,0
[事件]: 被恋人提出分手 [认知]: 我根本不值得被爱，永远都是一个人,40,85,25,75,80,0,0
[事件]: 工作项目出现重大失误 [认知]: 我什么都做不好，是个彻底的失败者,60,70,50,85,80,0,0
[事件]: 在公开场合说错话 [认知]: 所有人都觉得我是个笑话，太丢脸了,70,60,20,85,65,5,5
[事件]: 父母催婚压力巨大 [认知]: 我让家人失望了，永远达不到他们的期望,70,60,10,65,70,5,0
[事件]: 看到同龄人事业有成 [认知]: 我落后太多了，这辈子都比不上别人,70,65,20,50,75,10,5
[事件]: 尝试新事物却失败 [认知]: 我连这么简单的事都做不好，真没用,30,25,0,50,25,0,0
[事件]: 听到别人背后议论 [认知]: 他们肯定在说我坏话，所有人都讨厌我,75,60,30,70,65,5,0
[事件]: 独自度过周末夜晚 [认知]: 没有人愿意陪我，我注定孤独终老,25,75,0,25,75,0,0
[事件]: 忘记重要纪念日 [认知]: 我太自私了，根本不配拥有感情,30,60,0,85,75,0,0
[事件]: 看到社交媒体完美生活 [认知]: 别人的生活都那么美好，只有我这么糟糕,50,60,10,40,55,10,5
[事件]: 无法完成健身目标 [认知]: 我连自己的身体都控制不了，真失败,50,50,25,75,50,0,0
[事件]: 被裁员后求职屡屡碰壁 [认知]: 我真是个彻头彻尾的失败者，没有公司会再要我了，我的职业生涯已经完蛋了。,80,75,40,70,85,5,0
[事件]: 发现伴侣手机里有暧昧信息 [认知]: 我果然不值得被爱，他/她一定是在嫌弃我，这段关系从一开始就是假的。,75,80,60,85,90,5,0
[事件]: 当众演讲时突然忘词冷场 [认知]: 所有人都看到了我的愚蠢，他们肯定在嘲笑我，我再也没脸见人了。,85,40,10,80,75,0,0
[事件]: 脸上突然爆痘不敢出门见人 [认知]: 我现在丑得吓人，别人看到我都会觉得恶心，我根本不该出现在公共场合。,70,30,0,65,40,0,0
[事件]: 父母催婚说年纪大了没人要 [认知]: 我的人生是失败的，连最基本的结婚都做不到，我让全家人都失望了。,70,65,20,75,60,5,0
[事件]: 投资失败损失了所有积蓄 [认知]: 我就是个没脑子的傻瓜，根本不会做决定，活该一辈子穷困潦倒。,85,80,60,90,85,5,0
[事件]: 体检报告显示一项指标异常 [认知]: 我肯定得了绝症，没救了，我的身体已经彻底垮掉了。,85,60,10,40,80,5,0
[事件]: 朋友聚会没人通知我参加 [认知]: 我果然是被所有人讨厌的，我根本不应该有朋友，我就是个社交废物。,60,70,20,75,80,5,0
[事件]: 辛苦做的方案被领导全盘否定 [认知]: 我的工作毫无价值，我什么也做不好，在这个公司根本没有立足之地。,80,75,40,70,85,0,0
[事件]: 孩子成绩差被老师约谈 [认知]: 我是个糟糕的家长，是我毁了孩子的前途，我根本不配当父母。,70,75,40,85,80,0,0
[事件]: 网购的衣服穿上身效果很差 [认知]: 我的身材太畸形了，穿什么都不好看，我永远都别想打扮得体。,40,75,25,70,80,0,0
[事件]: 在重要会议上说错了一个数据 [认知]: 我毁了整个项目，同事和领导再也不会信任我了，我的专业形象彻底崩塌。,75,50,25,75,50,0,0
[事件]: 看到同龄人都事业有成家庭美满 [认知]: 我的人生已经落后太多了，我永远也追不上别人，活着就是在浪费时间。,80,85,20,70,90,0,0
[事件]: 尝试新爱好但很快就放弃了 [认知]: 我这个人就是三分钟热度，没有恒心，这辈子注定一事无成。,40,70,20,80,75,10,5
[事件]: 亲人重病自己却无能为力 [认知]: 我太没用了，既赚不到足够的钱，也给不了足够的陪伴，我是个自私的累赘。,70,80,20,85,90,5,0
[事件]: 在社交软件上发动态无人点赞 [认知]: 我的生活枯燥无味，根本没人关心我，我的存在对这个世界毫无意义。,75,85,20,40,80,0,0
[事件]: 在会议上发言后，同事没有立即回应。 [认知]: 他们一定觉得我的想法很愚蠢，以后都不会再重视我的意见了，我可能要被边缘化了。,70,40,10,50,60,5,0
[事件]: 看到镜子里自己脸上新长了一颗痘。 [认知]: 所有人都会盯着这颗痘看，觉得我邋遢不讲究，今天出门就是个错误。,60,20,30,55,35,5,5
[事件]: 朋友约聚餐，我因为加班婉拒了。 [认知]: 他们肯定觉得我不合群、扫兴，以后有活动再也不会叫我了，我会慢慢失去所有朋友。,70,30,0,25,60,0,0
[事件]: 信用卡账单比预期高了一些。 [认知]: 我连这点钱都管理不好，财务迟早要崩溃，我真是个没有规划能力的失败者。,60,50,0,65,55,0,0
[事件]: 体检报告显示一项指标略偏离参考值。 [认知]: 我肯定得了重病，只是还没查出来，未来的人生全完了，治疗会拖垮全家。,85,60,10,50,80,5,0
[事件]: 给暗恋对象发了消息，对方隔了几小时才回。 [认知]: 他/她对我根本没兴趣，回复只是出于礼貌，我的喜欢让人家感到困扰和厌烦了。,85,60,40,75,70,0,0
[事件]: 在社交软件上发的动态点赞数很少。 [认知]: 我的人生平淡无趣，根本没人真正关心我，我在网络世界里也是个透明人。,30,70,10,40,65,5,0
[事件]: 工作上犯了一个小错误，被领导指正。 [认知]: 领导一定对我非常失望，觉得我能力不行，升职加薪彻底没希望了，可能还会被辞退。,85,40,0,70,75,0,0
[事件]: 父母打电话来询问近况和感情状态。 [认知]: 我又让他们担心失望了，我这个年纪一事无成，真是个不孝子/女，让他们在亲戚面前抬不起头。,50,75,0,85,50,0,0
[事件]: 尝试新发型，效果不太理想。 [认知]: 明天怎么去上班？同事客户都会在背后嘲笑我，这个丑样子会让我失去所有专业形象。,65,40,20,50,55,10,5
[事件]: 在公开场合不小心说错了一个词。 [认知]: 所有人都记住了这个尴尬瞬间，他们会一直拿这个当笑柄，我再也无法在这个圈子里正常交流了。,85,25,10,80,75,5,0
[事件]: 拒绝了亲戚介绍的相亲对象。 [认知]: 亲戚一定觉得我眼光太高、不识好歹，以后家族聚会都会用异样的眼光看我，说我性格有问题。,75,25,10,60,50,0,0
[事件]: 看到同龄人在事业上取得了很大成就。 [认知]: 我的人生已经落后太多了，再怎么努力也追不上，我注定是个平庸的 loser。,75,80,20,70,85,5,0
[事件]: 孩子在学校被老师批评了一次。 [认知]: 都是我教育失败，我不是个合格的家长，耽误了孩子的前程，孩子未来也会怪我。,70,60,10,85,75,5,0
[事件]: 因为疲惫，对伴侣的分享回应得有些敷衍。 [认知]: 他/她一定觉得我不爱他了/她了，我们的关系出现了无法弥补的裂痕，可能要走到尽头了。,60,55,10,50,60,5,5
[事件]: 学习一项新技能时进展缓慢。 [认知]: 我太笨了，根本没有学习天赋，投入的时间和金钱都白费了，我这辈子就这样了，学不会任何新东西。,85,75,40,80,90,5,0
[事件]: 面试失败三次 [认知]: 我永远找不到工作了，我就是个彻底的失败者。,75,70,20,80,85,5,0
[事件]: 朋友聚会没叫我 [认知]: 他们都讨厌我，我根本没人缘，注定孤独。,75,85,40,60,80,0,0
[事件]: 脸上长了很多痘痘 [认知]: 我丑得没法见人，所有人都会嘲笑我的长相。,80,60,20,85,75,5,0
[事件]: 被恋人提出分手 [认知]: 我不值得被爱，以后也不会有人真心喜欢我了。,70,85,30,75,80,5,0
[事件]: 投资亏损一大笔钱 [认知]: 我太蠢了，这辈子都翻不了身，要穷困潦倒了。,85,75,40,90,85,0,0
[事件]: 公开演讲时忘词 [认知]: 我当众出丑了，大家肯定都在背后笑话我无能。,60,30,0,55,25,0,0
[事件]: 体检报告有异常项 [认知]: 我肯定得了绝症，人生就要完蛋了，好害怕。,85,40,0,0,50,0,0
[事件]: 同事升职我没升 [认知]: 领导根本不认可我，我工作再努力也没用。,50,70,30,25,75,0,0
[事件]: 租房合同突然被毁约 [认知]: 我怎么这么倒霉，连个安稳住处都找不到。,70,40,20,30,65,5,0
[事件]: 辛苦做的方案被否 [认知]: 我的想法一文不值，在公司根本没有存在感。,60,80,40,75,85,5,0
[事件]: 看到前任有了新欢 [认知]: 我果然不如别人，他这么快就能找到更好的。,25,75,0,50,25,0,0
[事件]: 家人催婚压力很大 [认知]: 我让全家失望了，是个不结婚的异类。,50,50,0,75,75,0,0
[事件]: 减肥平台期体重不变 [认知]: 我永远瘦不下去了，自律对我根本没用。,30,25,10,50,60,5,0
[事件]: 被客户当众批评 [认知]: 我专业能力太差，根本不配做这份工作。,70,40,20,80,75,0,0
[事件]: 好朋友借钱不还 [认知]: 人心不可信，所谓的友谊都是假的。,25,70,65,10,50,0,0
[事件]: 重要考试发挥失常 [认知]: 我关键时刻总掉链子，人生重要机会都抓不住。,30,50,0,60,70,0,0
[事件]: 连续三次面试被拒 [认知]: 我可能永远都找不到工作了，我的人生彻底失败了。,75,70,20,65,80,5,0
[事件]: 发现伴侣手机有暧昧信息 [认知]: 我根本不值得被爱，这段感情从一开始就是假的。,60,85,55,75,80,5,0
[事件]: 脸上突然长满痘痘 [认知]: 我现在丑得没法见人，所有人都会在背后嘲笑我。,85,60,20,75,50,5,0
[事件]: 投资失败损失全部积蓄 [认知]: 我真是个没用的废物，连最基本的理财都做不好。,60,70,50,85,80,0,0
[事件]: 被最好的朋友在背后说坏话 [认知]: 我根本不配拥有朋友，所有人最终都会背叛我。,60,80,50,70,85,5,5
[事件]: 体检报告显示多项指标异常 [认知]: 我的身体已经垮了，未来只会被病痛折磨。,85,75,0,0,70,0,0
[事件]: 在重要会议上发言结巴 [认知]: 我永远克服不了紧张，在职场注定没有前途。,70,40,10,50,65,5,0
[事件]: 父母不断催婚施加压力 [认知]: 我的人生价值只剩下结婚生子，否则毫无意义。,60,55,20,50,65,10,5
[事件]: 看到同龄人都事业有成 [认知]: 我已经被所有人远远甩在后面，这辈子追不上了。,75,70,10,65,80,0,0
[事件]: 辛苦做的项目被领导否定 [认知]: 我的努力毫无价值，工作能力根本得不到认可。,30,70,40,50,75,0,0
[事件]: 租房到期房东突然涨价 [认知]: 我连个安稳的住处都没有，生活完全失控了。,75,50,25,0,75,0,0
[事件]: 尝试新爱好很快就放弃 [认知]: 我做什么都坚持不下去，注定一事无成。,25,50,0,75,75,0,0
[事件]: 社交媒体上收到恶意评论 [认知]: 陌生人都这么讨厌我，我果然很让人反感。,50,75,25,75,50,0,0
[事件]: 家人重病需要巨额医疗费 [认知]: 我无力承担家庭责任，是个失败的家庭成员。,60,70,30,65,75,0,0
[事件]: 被同事孤立排挤在圈子外 [认知]: 我的人际关系处理得很糟糕，到哪里都不合群。,30,60,25,30,55,5,5
[事件]: 精心准备的约会对方爽约 [认知]: 我根本不值得别人花时间对待，总是被忽视。,30,80,25,70,85,0,0
[事件]: 被暗恋对象婉拒后 [认知]: 我果然不值得被爱，像我这样无趣又普通的人，根本不可能有人真心喜欢我，这辈子大概只能孤独终老了。,70,85,10,75,90,0,0
[事件]: 面试时紧张到语无伦次 [认知]: 我连话都说不清楚，能力肯定也一塌糊涂，面试官一定觉得我是个笑话，我永远也找不到像样的工作了。,85,60,20,80,75,0,0
[事件]: 看到镜子里自己的素颜 [认知]: 皮肤这么差，五官也不好看，难怪没人愿意多看我一眼，再怎么打扮也是徒劳，我根本就是个丑八怪。,70,80,20,90,85,0,0
[事件]: 朋友聚会时插不上话 [认知]: 大家都聊得那么开心，只有我像个局外人，我太乏味了，根本没人会在意我的存在，我就是个社交废物。,85,60,40,80,75,0,0
[事件]: 信用卡账单超出还款能力 [认知]: 我连自己的财务都管理不好，真是个彻头彻尾的失败者，这样下去迟早会破产，未来一片黑暗。,85,70,20,75,80,5,0
[事件]: 体检报告显示一项指标异常 [认知]: 我肯定得了重病，身体已经开始垮了，治疗要花很多钱还会拖累家人，我的人生完蛋了。,85,70,10,30,80,5,0
[事件]: 工作上犯了一个小错误 [认知]: 这么简单的事都做不好，我真是太没用了，同事和领导一定都看不起我，我随时会被开除。,85,40,20,75,70,5,0
[事件]: 在公开场合不小心说错话 [认知]: 所有人都听到我的蠢话了，他们一定在背后嘲笑我，这个污点会跟着我一辈子，我再也没脸见人了。,85,60,20,90,75,5,0
[事件]: 尝试新爱好很快失去兴趣 [认知]: 我做什么都是三分钟热度，缺乏毅力和恒心，注定一事无成，这辈子不可能有任何成就。,70,65,20,80,85,5,0
[事件]: 与伴侣因琐事发生争吵 [认知]: 都是我的错，我不够体贴也不会沟通，像我这样的人根本不配拥有爱情，只会把关系搞砸。,60,70,20,80,75,10,5
[事件]: 看到同龄人事业有成 [认知]: 别人都那么优秀，只有我还在原地踏步，我比别人差太多了，这辈子都不可能追上他们的脚步。,80,70,20,75,85,0,0
[事件]: 独自在陌生城市感到迷茫 [认知]: 我连自己都照顾不好，在这个城市无依无靠，遇到困难也没人帮我，我根本没办法独立生存。,70,40,10,30,80,5,0
[事件]: 精心准备的方案被否决 [认知]: 我的想法果然毫无价值，努力了这么久全是白费功夫，我根本就没有创造力和思考能力。,75,70,40,60,65,10,5
[事件]: 亲人患病需要长期照顾 [认知]: 我感到压力巨大又无能为力，我既没有足够的钱也没有足够的能力，我真是个不称职的家人。,70,60,20,75,80,10,5
[事件]: 在健身房看到身材好的人 [认知]: 我的身材这么糟糕，再怎么锻炼也没用，体质天生就比别人差，永远不可能变得健康有活力。,25,60,10,70,80,0,0
[事件]: 学习新技能进度缓慢 [认知]: 我脑子太笨了，理解能力这么差，别人很快就能学会的东西我要花好几倍时间，我天生就不是学习的料。,60,70,20,80,75,5,0
[事件]: 被裁员后求职屡屡碰壁 [认知]: 我一定是能力太差了，这辈子都不会再找到好工作了，所有人都看不起我。,80,75,20,70,85,0,0
[事件]: 朋友聚会没人通知我参加 [认知]: 我果然是被所有人讨厌的，我根本不配拥有朋友，我的存在就是个错误。,70,85,20,80,75,0,0
[事件]: 脸上长了很多痘痘 [认知]: 我现在丑得没法见人，所有人看到我都会在心里嘲笑我，我的人生完蛋了。,85,75,20,60,70,0,0
[事件]: 伴侣忘记了我的生日 [认知]: 他根本不在乎我，我在他心里一点分量都没有，这段感情只有我一个人在付出。,70,80,75,60,85,0,0
[事件]: 在会议上发言时卡壳了 [认知]: 我真是个废物，这下全公司的人都知道我能力不行了，以后升职加薪都没戏了。,75,50,25,75,75,0,0
[事件]: 父母总拿我和别人家孩子比较 [认知]: 我永远都达不到他们的期望，我就是个让他们失望的失败品。,60,70,40,75,80,10,5
[事件]: 投资失败损失了一大笔钱 [认知]: 我太蠢了，做什么都做不好，这辈子都翻不了身了，只会拖累家人。,85,80,40,90,95,0,0
[事件]: 看到同事升职而我没有 [认知]: 领导就是偏心，我工作再努力也没用，在这个公司永远没有出头之日。,70,60,85,75,80,5,0
[事件]: 在社交软件上发动态没人点赞 [认知]: 我发的东西太无聊了，根本没人关心我的生活，我是个毫无存在感的人。,30,60,10,70,65,5,0
[事件]: 被医生告知有慢性病需要长期管理 [认知]: 我的人生被这个病毁了，以后什么都做不了，只会成为家人的负担。,85,80,30,60,90,5,0
[事件]: 精心准备的方案被领导全盘否定 [认知]: 我的想法一文不值，我根本不适合这个行业，所有的努力都是白费。,70,80,40,75,85,5,0
[事件]: 听到别人在背后议论我 [认知]: 他们说的肯定都是我的坏话，我身上有太多让人讨厌的缺点了。,70,50,10,65,45,5,0
[事件]: 相亲对象见面后不再联系我 [认知]: 我果然没有吸引力，性格也不好，注定要孤独终老了。,75,80,20,70,85,0,0
[事件]: 孩子成绩不好被老师约谈 [认知]: 我是个失败的家长，是我教育方式有问题，耽误了孩子的前程。,60,50,0,80,70,0,0
[事件]: 尝试新爱好很快就放弃了 [认知]: 我这个人就是三分钟热度，缺乏毅力，这辈子什么事都坚持不下来。,25,50,0,75,75,0,0
[事件]: 看到同龄人都事业有成家庭美满 [认知]: 只有我的人生一团糟，我把一手好牌打得稀烂，活得真失败。,60,70,20,75,65,10,5
[事件]: 被公司裁员，失业三个月 [认知]: 我真是个彻底的失败者，连养活自己都做不到，这辈子注定一事无成。,75,80,40,85,90,5,0
[事件]: 脸上长满痘痘，不愿出门 [认知]: 我这张脸太恶心了，所有人看到都会嫌弃我，根本不配拥有朋友和爱情。,60,55,10,80,70,5,0
[事件]: 恋人提出分手，态度决绝 [认知]: 我根本不懂得如何去爱，也不值得被爱，注定要孤独终老。,80,90,20,85,95,0,0
[事件]: 投资失败，积蓄损失大半 [认知]: 我太愚蠢了，总是做出错误决定，这辈子都无法获得财务上的安全感。,80,75,20,50,85,0,0
